dates,globrad_MJDayM2,tmax_degC,tmin_degC,vappres_kPa,windspeed_ms,prec_mmDay,densef_percent,height_percent,lai_percent,sai_percent
YYYY-MM-DD,MJ/Day/m2,degree C,degree C,kPa,m per s,mm per day,percent,percent,percent,percent
2016-06-26,6.72,9.92,7.28,0.97,0.2,0.6,100,100,100,100
2016-06-27,22.81,14.83,6.63,0.92,0.84,0,100,100,100,100
2016-06-28,29.7,17.66,7.64,1.05,1.16,0,100,100,100,100
2016-06-29,28.31,20.03,10.93,1.27,0.9,1.8,100,100,100,100
2016-06-30,18.52,16.58,10.61,1.24,1.46,32,100,100,100,100
2016-07-01,28.84,19.37,10.6,1.25,0.73,0,100,100,100,100
2016-07-02,7.47,15.53,7.36,1.11,1.87,17,100,100,100,100
2016-07-03,28.44,15.17,6.44,0.92,1.37,0,100,100,100,100
2016-07-04,31.76,18.59,8.41,1.15,1,0,100,100,100,100
2016-07-05,24.12,18.43,11.77,1.2,1.27,1.4,100,100,100,100
2016-07-06,29.03,17.89,10.08,1.12,1,0,100,100,100,100
2016-07-07,30.93,19.45,9.83,1.21,1.4,0,100,100,100,100
2016-07-08,25.99,21.32,13.5,1.12,1.27,0,100,100,100,100
2016-07-09,29.51,21.06,13.37,1.28,1.53,0,100,100,100,100
2016-07-10,31.16,25.09,14.43,1.39,0.84,0,100,100,100,100
2016-07-11,18.77,22.71,13.18,1.39,1,16,100,100,100,100
2016-07-12,5.59,13.87,7.38,1.2,1.01,41.4,100,100,100,100
2016-07-13,5.99,8.19,2.99,0.8,2,24.6,100,100,100,100
2016-07-14,6.35,5.2,2.38,0.73,0.69,12,100,100,100,100
2016-07-15,8.29,8.19,2.59,0.76,0.73,0.2,100,100,100,100
2016-07-16,30.78,14.31,3.37,0.81,1.74,0,100,100,100,100
2016-07-17,30.46,20.14,8.18,0.99,0.71,0,100,100,100,100
2016-07-18,30.91,22.86,13.16,1.08,1.02,0,100,100,100,100
2016-07-19,30.56,23.38,14.04,1.13,0.87,0,100,100,100,100
2016-07-20,30.18,25.59,15.4,1.06,0.77,0,100,100,100,100
2016-07-21,19.01,21.34,13.55,1.32,1.78,9.6,100,100,100,100
2016-07-22,10.4,17.28,12.08,1.24,1.17,8.8,100,100,100,100
2016-07-23,9.38,15.45,11.09,1.27,0.38,2.2,100,100,100,100
2016-07-24,11.72,17.48,10.24,1.3,0.28,2.2,100,100,100,100
2016-07-25,14.18,16.96,11.77,1.22,1.16,4.22,100,100,100,100
2016-07-26,10.04,17.47,11.98,1.35,0.6,4.4,100,100,100,100
2016-07-27,18.36,17.59,10.62,1.24,1.06,2.6,100,100,100,100
2016-07-28,24.79,17.86,9.54,1.18,0.79,0,100,100,100,100
2016-07-29,28.75,20.7,11.19,1.29,0.55,0,100,100,100,100
2016-07-30,19.8,21.27,14.53,1.1,0.93,0.2,100,100,100,100
2016-07-31,10.54,17.8,10.03,1.13,1.62,22.8,100,100,100,100
2016-08-01,11.27,15.78,9.07,1.09,0.29,0.2,100,100,100,100
2016-08-02,12.25,15.99,9.13,1.03,0.67,0,100,100,100,100
2016-08-03,26.45,21.32,12.04,1.11,1.13,0,100,100,100,100
2016-08-04,22.53,22.61,10.19,1.08,1.29,22,100,100,100,100
2016-08-05,5.23,9.38,6.88,0.93,1.02,33.6,100,100,100,100
2016-08-06,9.65,13.06,6.99,0.99,0.81,0.8,100,100,100,100
2016-08-07,28.59,18.3,7.5,1.1,1.31,0,100,100,100,100
2016-08-08,27.25,20.27,11.5,1.24,1.27,0,100,100,100,100
2016-08-09,7.84,13.64,5.23,1.07,1.04,18.2,100,100,100,100
2016-08-10,12.32,10.52,3.72,0.81,0.6,12.2,100,100,100,100
2016-08-11,23.63,12.61,2.6,0.78,1.06,0,100,100,100,100
2016-08-12,24.58,16.25,7.13,0.94,0.67,0,100,100,100,100
2016-08-13,26.84,20.54,10.76,1.18,0.49,0,100,100,100,100
2016-08-14,27.56,22.32,12.93,1.32,0.82,0,100,100,100,100
2016-08-15,22.25,21.56,13.62,1.28,1.1,0,100,100,100,100
2016-08-16,23.86,21.67,13.12,1.17,1.19,4,100,100,100,100
2016-08-17,20.05,20.12,10.59,1.1,1.56,16.8,100,100,100,100
2016-08-18,6.92,16.12,11.14,1.13,0.93,25.8,100,100,100,100
2016-08-19,19.4,17.79,10.13,1.3,0.49,6.6,100,100,100,100
